idx,img_name,snowflake_class_name,snowflake_class_id,x_rot,y_rot,z_rot,Df,plane_diam,plane_depth,A_char,proj_CH_area,CH_SA,Dmax,Dsemimin,alpha,est_Achar,est_%err,Aproj_rat,beta,A_cross,A_length,A_crat,A_lrat,porosity,sar,sph,cross_sph,length_sph,Aeq,VCH,planar_crystal,aggregate,graupel,columnar_crystal,combo
260,brok_BW_260.png,planar_crystal,3,73,54,0,1.902509658,0.001,2.20E-05,5.55E-07,1.15E-07,1.17E-06,,,,,,2.07E-01,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
261,brok_BW_261.png,planar_crystal,3,73,64,0,1.904437525,0.001,2.20E-05,5.55E-07,9.08E-08,1.17E-06,,,,,,1.64E-01,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
262,brok_BW_262.png,planar_crystal,3,73,74,0,1.909782576,0.001,2.20E-05,5.55E-07,6.58E-08,1.17E-06,,,,,,1.19E-01,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
263,brok_BW_263.png,planar_crystal,3,73,84,0,1.913487766,0.001,2.20E-05,5.55E-07,3.88E-08,1.17E-06,,,,,,6.99E-02,,5.36E-07,1.26E-07,9.66E-01,2.27E-01,0.763560113,4.74E-01,2.19E-01,1.20E-01,1.39E-01,6.41E-08,1.22E-11,1,0,0,0,0
264,brok_BW_264.png,planar_crystal,3,82,0,0,1.903924121,0.001,2.20E-05,5.55E-07,9.60E-08,1.17E-06,,,,,,1.73E-01,,5.52E-07,7.40E-08,9.95E-01,1.33E-01,0.763560113,4.74E-01,2.19E-01,1.16E-01,1.25E-01,6.41E-08,1.22E-11,1,0,0,0,0
265,brok_BW_265.png,planar_crystal,3,82,10,0,1.906067692,0.001,2.20E-05,5.55E-07,9.65E-08,1.17E-06,,,,,,1.74E-01,,5.52E-07,7.40E-08,9.95E-01,1.33E-01,0.763560113,4.74E-01,2.19E-01,1.16E-01,1.25E-01,6.41E-08,1.22E-11,1,0,0,0,0
266,brok_BW_266.png,planar_crystal,3,82,20,0,1.908117032,0.001,2.20E-05,5.55E-07,9.40E-08,1.17E-06,,,,,,1.69E-01,,5.52E-07,7.40E-08,9.95E-01,1.33E-01,0.763560113,4.74E-01,2.19E-01,1.16E-01,1.25E-01,6.41E-08,1.22E-11,1,0,0,0,0
267,brok_BW_267.png,planar_crystal,3,82,30,0,1.908228071,0.001,2.20E-05,5.55E-07,8.87E-08,1.17E-06,,,,,,1.60E-01,,5.52E-07,7.40E-08,9.95E-01,1.33E-01,0.763560113,4.74E-01,2.19E-01,1.16E-01,1.25E-01,6.41E-08,1.22E-11,1,0,0,0,0
268,brok_BW_268.png,planar_crystal,3,82,40,0,1.909504404,0.001,2.20E-05,5.55E-07,8.06E-08,1.17E-06,,,,,,1.45E-01,,5.52E-07,7.40E-08,9.95E-01,1.33E-01,0.763560113,4.74E-01,2.19E-01,1.16E-01,1.25E-01,6.41E-08,1.22E-11,1,0,0,0,0
269,brok_BW_269.png,planar_crystal,3,82,50,0,1.90946054,0.001,2.20E-05,5.55E-07,7.02E-08,1.17E-06,,,,,,1.26E-01,,5.52E-07,7.40E-08,9.95E-01,1.33E-01,0.763560113,4.74E-01,2.19E-01,1.16E-01,1.25E-01,6.41E-08,1.22E-11,1,0,0,0,0
270,brok_BW_270.png,planar_crystal,3,82,60,0,1.909176506,0.001,2.20E-05,5.55E-07,5.76E-08,1.17E-06,,,,,,1.04E-01,,5.52E-07,7.40E-08,9.95E-01,1.33E-01,0.763560113,4.74E-01,2.19E-01,1.16E-01,1.25E-01,6.41E-08,1.22E-11,1,0,0,0,0
271,brok_BW_271.png,planar_crystal,3,82,70,0,1.911786102,0.001,2.20E-05,5.55E-07,4.71E-08,1.17E-06,,,,,,8.49E-02,,5.52E-07,7.40E-08,9.95E-01,1.33E-01,0.763560113,4.74E-01,2.19E-01,1.16E-01,1.25E-01,6.41E-08,1.22E-11,1,0,0,0,0
